,EX_for_eminimum_0.0,EX_succ_eminimum_0.0,EX_lac__D_eminimum_0.0,EX_ac_eminimum_0.0,EX_etoh_eminimum_0.0,EX_for_emaximum_0.0,EX_ac_emaximum_0.0,EX_succ_emaximum_0.0,EX_lac__D_emaximum_0.0,EX_etoh_emaximum_0.0,EX_succ_eminimum_0.1,EX_ac_eminimum_0.1,EX_for_eminimum_0.1,EX_lac__D_eminimum_0.1,EX_etoh_eminimum_0.1,EX_ac_emaximum_0.1,EX_lac__D_emaximum_0.1,EX_for_emaximum_0.1,EX_succ_emaximum_0.1,EX_etoh_emaximum_0.1,EX_ac_eminimum_0.2,EX_succ_eminimum_0.2,EX_lac__D_eminimum_0.2,EX_for_eminimum_0.2,EX_etoh_eminimum_0.2,EX_succ_emaximum_0.2,EX_ac_emaximum_0.2,EX_for_emaximum_0.2,EX_lac__D_emaximum_0.2,EX_etoh_emaximum_0.2,EX_for_eminimum_0.3,EX_succ_eminimum_0.3,EX_ac_eminimum_0.3,EX_lac__D_eminimum_0.3,EX_etoh_eminimum_0.3,EX_for_emaximum_0.3,EX_ac_emaximum_0.3,EX_succ_emaximum_0.3,EX_lac__D_emaximum_0.3,EX_etoh_emaximum_0.3,EX_for_eminimum_0.4,EX_succ_eminimum_0.4,EX_ac_eminimum_0.4,EX_lac__D_eminimum_0.4,EX_etoh_eminimum_0.4,EX_for_emaximum_0.4,EX_ac_emaximum_0.4,EX_lac__D_emaximum_0.4,EX_succ_emaximum_0.4,EX_etoh_emaximum_0.4,EX_for_eminimum_0.5,EX_ac_eminimum_0.5,EX_succ_eminimum_0.5,EX_lac__D_eminimum_0.5,EX_etoh_eminimum_0.5,EX_lac__D_emaximum_0.5,EX_succ_emaximum_0.5,EX_ac_emaximum_0.5,EX_for_emaximum_0.5,EX_etoh_emaximum_0.5,EX_for_eminimum_0.6,EX_ac_eminimum_0.6,EX_lac__D_eminimum_0.6,EX_succ_eminimum_0.6,EX_etoh_eminimum_0.6,EX_for_emaximum_0.6,EX_succ_emaximum_0.6,EX_lac__D_emaximum_0.6,EX_ac_emaximum_0.6,EX_etoh_emaximum_0.6,EX_succ_eminimum_0.7,EX_lac__D_eminimum_0.7,EX_for_eminimum_0.7,EX_etoh_eminimum_0.7,EX_ac_eminimum_0.7,EX_for_emaximum_0.7,EX_ac_emaximum_0.7,EX_succ_emaximum_0.7,EX_lac__D_emaximum_0.7,EX_etoh_emaximum_0.7,EX_ac_eminimum_0.8,EX_for_eminimum_0.8,EX_succ_eminimum_0.8,EX_lac__D_eminimum_0.8,EX_etoh_eminimum_0.8,EX_ac_emaximum_0.8,EX_lac__D_emaximum_0.8,EX_for_emaximum_0.8,EX_succ_emaximum_0.8,EX_etoh_emaximum_0.8,EX_lac__D_eminimum_0.9,EX_for_eminimum_0.9,EX_succ_eminimum_0.9,EX_ac_eminimum_0.9,EX_etoh_eminimum_0.9,EX_succ_emaximum_0.9,EX_lac__D_emaximum_0.9,EX_ac_emaximum_0.9,EX_for_emaximum_0.9,EX_etoh_emaximum_0.9,EX_lac__D_eminimum_1.0,EX_for_eminimum_1.0,EX_ac_eminimum_1.0,EX_succ_eminimum_1.0,EX_etoh_eminimum_1.0,EX_lac__D_emaximum_1.0,EX_succ_emaximum_1.0,EX_for_emaximum_1.0,EX_ac_emaximum_1.0,EX_etoh_emaximum_1.0
EX_glc__D_e,-4.195,-4.195,-3.3560000000000003,-4.195,-4.195,-10.0,-10.0,-10.0,-10.0,-10.0,-4.951206456661431,-4.951206456661431,-4.967951818158157,-4.0930793930999645,-5.090648949632303,-10.000000000000004,-10.000000000000002,-10.0,-10.0,-10.0,-5.707412913322859,-5.707412913322859,-4.830158786199929,-5.740903636316313,-5.986297899264606,-10.0,-9.999999999999998,-10.0,-10.000000000000002,-10.000000000000004,-6.513855454474468,-6.463619369984291,-6.463619369984291,-5.567238179299895,-6.881946848896913,-10.0,-10.000000000000002,-10.0,-10.0,-10.0,-7.2868072726326245,-7.219825826645719,-7.219825826645719,-6.30431757239986,-7.777595798529216,-10.0,-10.0,-10.0,-10.0,-9.999999999999998,-8.059759090790779,-7.976032283307148,-7.976032283307148,-7.041396965499824,-8.673244748161519,-9.999999999999998,-10.0,-9.999999999999998,-10.0,-9.999999999999998,-8.832710908948936,-8.732238739968581,-7.778476358599791,-8.732238739968581,-9.568893697793825,-10.0,-10.0,-10.0,-10.0,-10.0,-9.488445196630003,-8.515555751699758,-9.605662727107092,-10.0,-9.488445196630003,-10.0,-10.000000000000004,-10.0,-10.0,-9.999999999999998,-10.0,-10.0,-10.0,-9.252635144799722,-10.0,-10.000000000000002,-10.0,-10.0,-10.0,-10.0,-9.989714537899685,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.000000000000002,-10.0,-10.000000000000007,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-9.999999999999998,-10.0
EX_gln__L_e,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_glu__L_e,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_h_e,8.39,8.39,-8.881784197001252e-16,8.39,8.39,20.0,40.0,33.47644444444447,20.0,0.0,9.285869784643198,9.285869784643198,8.890254798551922,0.8978615330001982,10.382625699935927,39.76700142493138,20.182650309215095,20.22000529212756,33.32022405272083,0.5043462433702963,10.181739569286384,10.181739569286384,1.7957230660003964,9.390509597103838,12.375251399871848,34.738225883219435,39.53400284986274,20.44001058425509,20.36530061843018,1.008692486740614,9.890764395655758,11.07760935392959,11.077609353929589,2.693584599000599,14.367877099807774,20.660015876382662,39.30100427479411,36.156227713718366,20.547950927645275,1.5130387301109067,10.391019194207683,11.973479138572777,11.973479138572777,3.59144613200079,16.36050279974371,21.04888730703478,39.06800569972547,20.730601236860366,37.57422954421695,2.0173849734812173,10.891273992759603,12.869348923215966,12.869348923215966,4.489307665000984,18.35312849967962,20.91325154607545,38.992231374715686,38.83500712465684,22.63310913379348,2.521731216851517,11.391528791311519,13.765218707859178,5.387169198001212,13.765218707859178,20.34575419961555,24.217330960552168,37.976530960552104,21.095901855290546,37.976530960552154,3.026077460221817,14.661088492502333,6.285030731001403,11.891783589863437,22.743952787310846,14.661088492502333,25.801552787310854,36.12095278731087,36.1209527873108,22.743952787310825,3.5304237035921133,13.110441744231139,8.60589293576285,13.722070877459757,7.182892264001611,25.34737461406957,34.26537461406955,25.3473746140696,27.38577461406956,34.265374614069636,4.034769946962424,8.080753797001819,7.566796440828345,8.183608418004944,9.199933786933709,27.950796440828245,32.409796440828245,27.950796440828277,32.409796440828245,28.969996440828254,7.926471865497119,30.55421826758694,30.55421826758694,30.55421826758694,30.55421826758694,30.554218267586926,30.554218267587018,30.554218267587018,30.554218267586943,30.554218267586947,30.554218267587018
EX_h2o_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.952888888888889,0.0,0.0,0.0,0.0,0.21852929582472377,0.0,0.12757243474971675,0.0,0.1387789296234601,0.12383693645846013,6.6795092519624335,0.13877892962345656,0.0,0.0,0.0,0.43705859164944755,0.2551448694994335,5.261240726147082,0.0,0.24767387291694867,0.27755785924690957,0.27755785924690957,0.6555878874741731,0.0,0.0,0.0,0.3827173042491555,0.37151080937539815,0.0,3.8429722003316713,0.4163367888703625,0.4163367888703625,0.8741171832988969,0.0,0.0,0.0,0.5102897389988723,0.3264816073092931,0.0,0.555115718493812,2.4247036745163326,0.555115718493812,1.0926464791236188,0.0,0.0,0.0,0.6378621737485872,0.693894648117265,1.0064351487009473,0.0,-0.9138979908633864,0.693894648117265,1.3111757749483461,0.0,0.0,0.0,0.765434608498311,-2.154277589036062,-0.6254775890360438,0.832673577740725,-0.6254775890360589,0.832673577740725,0.0,0.0,1.5297050707730682,-0.3370571872087337,0.0,-3.394657187208741,-2.248057187208734,-2.248057187208723,-0.33705718720872657,0.9714525073641711,0.0,1.7482343665977973,0.0,0.0,-2.5966367853814254,-3.8706367853814094,-2.5966367853814325,-4.635036785381414,-3.870636785381444,1.1102314369876312,0.0,0.2397836164458651,0.0,-0.8489746142911239,-4.856216383554095,-5.4932163835540955,-4.856216383554102,-5.493216383554088,-5.875416383554089,-0.0,-7.115795981726773,-7.115795981726773,-7.115795981726773,-7.115795981726773,-7.115795981726766,-7.115795981726787,-7.115795981726787,-7.1157959817267695,-7.115795981726764,-7.115795981726787
EX_lac__D_e,8.39,8.39,0.0,8.39,8.39,0.0,0.0,-0.0,20.0,0.0,8.503965682025985,8.503965682025985,8.306158188980348,0.0,9.85586646681815,0.0,19.67830406584479,0.0,0.0,0.0,8.617931364051962,8.617931364051962,0.0,8.222316377960695,11.3217329336363,0.0,0.0,0.0,19.356608131689576,0.0,8.138474566941035,8.731897046077957,8.731897046077957,0.0,12.787599400454454,0.0,0.0,0.0,19.034912197534368,0.0,8.05463275592139,8.84586272810394,8.84586272810394,0.0,14.253465867272602,0.0,0.0,18.713216263379152,0.0,0.0,7.9707909449017365,8.959828410129914,8.959828410129914,0.0,15.719332334090751,18.391520329223937,0.0,0.0,0.0,0.0,7.886949133882084,9.073794092155916,0.0,9.073794092155916,17.185198800908907,0.0,0.0,18.06982439506873,0.0,0.0,9.187759774181874,0.0,7.803107322862431,15.287999999999997,9.187759774181874,0.0,0.0,0.0,15.287999999999995,0.0,6.85520892329345,3.933120059190273,7.099860576584913,0.0,10.191999999999965,0.0,10.191999999999972,0.0,0.0,0.0,0.0,-0.0,0.10285462100310205,0.0,5.095999999999982,0.0,5.095999999999981,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
EX_mal__L_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_nh4_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11541557323167015,-0.11541557323167015,-0.11541557323167015,-0.11541557323167015,-0.11541557323167015,-0.11541557323167015,-0.11541557323167015,-0.11541557323167015,-0.11541557323167015,-0.11541557323167015,-0.2308311464633403,-0.2308311464633403,-0.2308311464633403,-0.2308311464633403,-0.2308311464633403,-0.2308311464633403,-0.2308311464633403,-0.2308311464633403,-0.2308311464633403,-0.2308311464633403,-0.3462467196950105,-0.3462467196950105,-0.3462467196950105,-0.3462467196950105,-0.3462467196950105,-0.3462467196950105,-0.3462467196950105,-0.3462467196950105,-0.3462467196950105,-0.3462467196950105,-0.4616622929266806,-0.4616622929266806,-0.4616622929266806,-0.4616622929266806,-0.4616622929266806,-0.4616622929266806,-0.4616622929266806,-0.4616622929266806,-0.4616622929266806,-0.4616622929266806,-0.5770778661583508,-0.5770778661583508,-0.5770778661583508,-0.5770778661583508,-0.5770778661583508,-0.5770778661583508,-0.5770778661583508,-0.5770778661583508,-0.5770778661583508,-0.5770778661583508,-0.692493439390021,-0.692493439390021,-0.692493439390021,-0.692493439390021,-0.692493439390021,-0.692493439390021,-0.692493439390021,-0.692493439390021,-0.692493439390021,-0.692493439390021,-0.807909012621691,-0.807909012621691,-0.807909012621691,-0.807909012621691,-0.807909012621691,-0.807909012621691,-0.807909012621691,-0.807909012621691,-0.807909012621691,-0.807909012621691,-0.9233245858533612,-0.9233245858533612,-0.9233245858533612,-0.9233245858533612,-0.9233245858533612,-0.9233245858533612,-0.9233245858533612,-0.9233245858533612,-0.9233245858533612,-0.9233245858533612,-1.0387401590850314,-1.0387401590850314,-1.0387401590850314,-1.0387401590850314,-1.0387401590850314,-1.0387401590850314,-1.0387401590850314,-1.0387401590850314,-1.0387401590850314,-1.0387401590850314,-1.1541557323167015,-1.1541557323167015,-1.1541557323167015,-1.1541557323167015,-1.1541557323167015,-1.1541557323167015,-1.1541557323167015,-1.1541557323167015,-1.1541557323167015,-1.1541557323167015
EX_o2_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_pi_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07786444931912939,-0.07786444931912939,-0.0778644493191277,-0.0778644493191254,-0.07786444931912762,-0.07786444931913117,-0.07786444931912939,-0.07786444931912939,-0.07786444931912406,-0.07786444931912939,-0.155728898638257,-0.155728898638257,-0.155728898638253,-0.15572889863825895,-0.1557288986382579,-0.15572889863825612,-0.15572889863825878,-0.15572889863825523,-0.15572889863825878,-0.15572889863825878,-0.23359334795738662,-0.2335933479573864,-0.2335933479573864,-0.23359334795738085,-0.23359334795738818,-0.23359334795738818,-0.23359334795738818,-0.23359334795738196,-0.23359334795738818,-0.23359334795738818,-0.31145779727651435,-0.311457797276514,-0.311457797276514,-0.3114577972765096,-0.311457797276514,-0.311457797276514,-0.311457797276514,-0.311457797276514,-0.31145779727651046,-0.31145779727651046,-0.3893222465956421,-0.3893222465956434,-0.3893222465956434,-0.38932224659563563,-0.3893222465956434,-0.38932224659563985,-0.3893222465956434,-0.3893222465956434,-0.38932224659564163,-0.38932224659563985,-0.46718669591477324,-0.4671866959147728,-0.467186695914767,-0.4671866959147728,-0.46718669591477635,-0.467186695914771,-0.46718669591476925,-0.4671866959147728,-0.4671866959147728,-0.4671866959147746,-0.5450511452338986,-0.5450511452338995,-0.5450511452339011,-0.5450511452339022,-0.5450511452338986,-0.5450511452339004,-0.5450511452339022,-0.5450511452338986,-0.5450511452339022,-0.5450511452338969,-0.622915594553028,-0.622915594553028,-0.622915594553028,-0.6229155945530254,-0.6229155945530316,-0.622915594553028,-0.6229155945530316,-0.6229155945530316,-0.6229155945530351,-0.622915594553028,-0.7007800438721525,-0.7007800438720841,-0.7007800438721628,-0.700780043872161,-0.700780043872161,-0.700780043872161,-0.700780043872161,-0.7007800438721574,-0.7007800438721592,-0.7007800438721743,-0.7786444931912762,-0.7786444931912762,-0.7786444931912762,-0.7786444931912762,-0.7786444931912833,-0.7786444931912833,-0.7786444931912833,-0.7786444931912877,-0.7786444931912868,-0.7786444931912833
EX_pyr_e,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_succ_e,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,10.0,13.905777777777779,-0.0,-0.0,0.0,-0.0,0.07975036620127085,-0.0,-0.0,9.711579598172678,0.0,0.007470996582496253,13.109517194091875,0.0,-0.0,0.0,-0.0,0.15950073240253992,-0.0,12.170145499294854,9.423159196345356,0.014941993164978296,0.0,0.0,0.23925109860381077,0.0,-0.0,-0.0,-0.0,0.022412989747481626,9.13473879451803,11.230773804497844,0.0,0.0,0.3190014648050816,0.0,-0.0,-0.0,-0.0,-0.0,8.846318392690703,0.0,10.291402109700826,0.0,0.3987518310063525,-0.0,0.0,-0.0,-0.0,0.0,9.352030414903803,8.557897990863378,-0.0,0.0,0.47850219720762155,-0.0,-0.0,0.0,-0.0,-0.0,7.643999999999998,0.0,7.643999999999995,-0.0,0.0,-0.0,0.5582525634088924,-0.0,-0.0,-0.0,5.733000000000003,5.7330000000000005,-0.0,-0.0,-0.0,0.6380029296101668,0.0,-0.0,-0.0,3.822000000000002,-0.0,-0.0,3.821999999999993,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.910999999999994,-0.0,1.9110000000000003,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
FBA,4.195,4.195,3.3560000000000003,4.195,4.195,10.0,10.0,10.0,10.0,10.0,4.883892699843441,4.883892699843441,4.946897704547985,4.064418113076306,5.065859337730887,9.978945886389832,9.978945886389832,9.97894588638983,9.97894588638983,9.97894588638983,5.572785399686881,5.572785399686881,4.772836226152612,5.69879540909597,5.9367186754617745,9.957891772779657,9.957891772779655,9.957891772779654,9.957891772779655,9.957891772779657,6.450693113643954,6.2616780995303225,6.2616780995303225,5.4812543392289195,6.807578013192662,9.936837659169491,9.936837659169488,9.936837659169488,9.936837659169488,9.936837659169488,7.202590818191939,6.950570799373763,6.950570799373763,6.189672452305226,7.678437350923549,9.915783545559318,9.915783545559314,9.915783545559314,9.915783545559316,9.915783545559313,7.954488522739923,7.639463499217204,7.639463499217204,6.8980905653815325,8.549296688654435,9.89472943194914,9.894729431949143,9.894729431949141,9.89472943194914,9.89472943194914,8.706386227287908,8.328356199060645,7.606508678457841,8.328356199060645,9.420156026385325,9.87367531833897,9.873675318338972,9.873675318338972,9.873675318338972,9.873675318338972,9.017248898904082,8.314926791534148,9.458283931835892,9.8526212047288,9.017248898904082,9.852621204728798,9.852621204728804,9.8526212047288,9.8526212047288,9.8526212047288,9.461489945456083,9.831567091118627,9.583815772101806,9.023344904610454,9.831567091118627,9.83156709111863,9.831567091118627,9.831567091118629,9.831567091118627,9.831567091118629,9.73176301768676,9.81051297750844,9.742048479787075,9.266133862139954,9.810512977508457,9.810512977508457,9.810512977508457,9.81051297750846,9.81051297750846,9.690621169285498,9.789458863898284,9.789458863898284,9.789458863898284,9.789458863898284,9.789458863898286,9.789458863898286,9.789458863898286,9.789458863898286,9.789458863898284,9.789458863898286
FBP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FORt2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FORt,0.0,0.0,0.0,0.0,0.0,-20.0,-10.0,0.0,0.0,0.0,-0.35730822544817786,-0.35730822544817786,0.0,-0.35730822544817276,-0.10216335594874235,-10.068887823620859,-0.07975036620126982,-19.78046742179353,-0.10780691561522637,-0.07975036620126019,-0.714616450896354,-0.714616450896354,-0.7146164508963473,0.0,-0.2043267118974847,-2.3622804978971317,-10.137775647241702,-19.56093484358706,-0.15950073240253965,-0.15950073240255236,0.0,-1.0719246763445356,-1.0719246763445356,-1.071924676344521,-0.3064900678462271,-19.341402265380594,-10.206663470862564,-4.616754080179012,-0.23925109860380955,-0.23925109860380545,0.0,-1.4292329017927115,-1.4292329017927115,-1.4292329017926928,-0.4086534237949694,-19.121869687174126,-10.275551294483417,-0.31900146480508285,-6.871227662460917,-0.3190014648050763,0.0,-1.786541127240886,-1.786541127240886,-1.786541127240863,-0.5108167797437118,-0.39875183100634914,-9.12570124474282,-10.344439118104269,-18.90233710896765,-0.39875183100635425,0.0,-2.143849352689071,-2.1438493526890525,-2.143849352689071,-0.6129801356924542,-18.68280453076118,-11.038804530761187,-0.4785021972076191,-11.038804530761189,-0.478502197207618,-2.501157578137235,-2.501157578137226,0.0,-3.1752719525547173,-2.5011575781372315,-18.463271952554713,-12.730271952554718,-12.730271952554714,-3.17527195255472,-0.5582525634088924,-2.858465803585423,0.0,-2.858465803585414,-2.8584658035854105,-8.051739374348276,-14.421739374348247,-8.05173937434827,-18.24373937434824,-14.421739374348249,-0.6380029296101632,-3.2157740290335877,-2.736206796141829,-3.215774029033602,-4.913723257615782,-12.928206796141792,-16.11320679614178,-12.928206796141794,-16.113206796141778,-18.024206796141776,-3.215774029033634,-17.8046742179353,-17.8046742179353,-17.8046742179353,-17.8046742179353,-17.804674217935307,-17.804674217935304,-17.804674217935304,-17.804674217935304,-17.804674217935315,-17.804674217935304
FRD7,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.47644444444445,0.0,0.0,0.0,0.0,0.07975036620127085,0.0,0.0,9.711579598172678,0.0,0.0,13.109517194091875,0.0,0.0,0.0,0.0,0.15950073240253992,0.0,12.170145499294854,9.423159196345356,0.0,0.0,0.0,0.23925109860381077,0.0,0.0,0.0,0.0,0.0,9.13473879451803,11.230773804497844,0.0,0.0,0.3190014648050816,0.0,0.0,0.0,0.0,0.0,8.846318392690703,0.0,10.291402109700826,0.0,0.3987518310063525,0.0,0.0,0.0,0.0,0.0,9.352030414903803,8.557897990863378,0.0,0.0,0.47850219720762155,0.0,0.0,0.0,0.0,0.0,7.643999999999998,0.0,7.643999999999995,0.0,0.0,0.0,0.5582525634088924,0.0,0.0,0.0,5.733000000000003,5.7330000000000005,0.0,0.0,0.0,0.6380029296101668,0.0,0.0,0.0,3.822000000000002,0.0,0.0,3.821999999999993,0.0,0.0,0.0,0.0,0.0,0.0,1.910999999999994,0.0,1.9110000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRUpts2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FUM,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,-13.47644444444445,0.0,0.0,0.0,0.0,-0.07975036620127085,0.0,0.0,-9.711579598172678,0.0,0.0,-13.109517194091875,0.0,0.0,0.0,0.0,-0.15950073240253992,0.0,-12.170145499294854,-9.423159196345356,0.0,0.0,0.0,-0.23925109860381077,0.0,0.0,0.0,0.0,0.0,-9.13473879451803,-11.230773804497844,0.0,0.0,-0.3190014648050816,0.0,0.0,0.0,0.0,0.0,-8.846318392690703,0.0,-10.291402109700826,0.0,-0.3987518310063525,0.0,0.0,0.0,0.0,0.0,-9.352030414903803,-8.557897990863378,0.0,0.0,-0.47850219720762155,0.0,0.0,0.0,0.0,0.0,-7.643999999999998,0.0,-7.643999999999995,0.0,0.0,0.0,-0.5582525634088924,0.0,0.0,0.0,-5.733000000000003,-5.7330000000000005,0.0,0.0,0.0,-0.6380029296101668,0.0,0.0,0.0,-3.822000000000002,0.0,0.0,-3.821999999999993,0.0,0.0,0.0,0.0,0.0,0.0,-1.910999999999994,0.0,-1.9110000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
