,EX_for_eminimum_0.0,EX_succ_eminimum_0.0,EX_lac__D_eminimum_0.0,EX_ac_eminimum_0.0,EX_etoh_eminimum_0.0,EX_for_emaximum_0.0,EX_ac_emaximum_0.0,EX_succ_emaximum_0.0,EX_lac__D_emaximum_0.0,EX_etoh_emaximum_0.0,EX_succ_eminimum_0.1,EX_ac_eminimum_0.1,EX_for_eminimum_0.1,EX_lac__D_eminimum_0.1,EX_etoh_eminimum_0.1,EX_ac_emaximum_0.1,EX_lac__D_emaximum_0.1,EX_for_emaximum_0.1,EX_succ_emaximum_0.1,EX_etoh_emaximum_0.1,EX_ac_eminimum_0.2,EX_succ_eminimum_0.2,EX_lac__D_eminimum_0.2,EX_for_eminimum_0.2,EX_etoh_eminimum_0.2,EX_succ_emaximum_0.2,EX_ac_emaximum_0.2,EX_for_emaximum_0.2,EX_lac__D_emaximum_0.2,EX_etoh_emaximum_0.2,EX_for_eminimum_0.3,EX_succ_eminimum_0.3,EX_ac_eminimum_0.3,EX_lac__D_eminimum_0.3,EX_etoh_eminimum_0.3,EX_for_emaximum_0.3,EX_ac_emaximum_0.3,EX_succ_emaximum_0.3,EX_lac__D_emaximum_0.3,EX_etoh_emaximum_0.3,EX_for_eminimum_0.4,EX_succ_eminimum_0.4,EX_ac_eminimum_0.4,EX_lac__D_eminimum_0.4,EX_etoh_eminimum_0.4,EX_for_emaximum_0.4,EX_ac_emaximum_0.4,EX_lac__D_emaximum_0.4,EX_succ_emaximum_0.4,EX_etoh_emaximum_0.4,EX_for_eminimum_0.5,EX_ac_eminimum_0.5,EX_succ_eminimum_0.5,EX_lac__D_eminimum_0.5,EX_etoh_eminimum_0.5,EX_lac__D_emaximum_0.5,EX_succ_emaximum_0.5,EX_ac_emaximum_0.5,EX_for_emaximum_0.5,EX_etoh_emaximum_0.5,EX_for_eminimum_0.6,EX_ac_eminimum_0.6,EX_lac__D_eminimum_0.6,EX_succ_eminimum_0.6,EX_etoh_eminimum_0.6,EX_for_emaximum_0.6,EX_succ_emaximum_0.6,EX_lac__D_emaximum_0.6,EX_ac_emaximum_0.6,EX_etoh_emaximum_0.6,EX_succ_eminimum_0.7,EX_lac__D_eminimum_0.7,EX_for_eminimum_0.7,EX_etoh_eminimum_0.7,EX_ac_eminimum_0.7,EX_for_emaximum_0.7,EX_ac_emaximum_0.7,EX_succ_emaximum_0.7,EX_lac__D_emaximum_0.7,EX_etoh_emaximum_0.7,EX_ac_eminimum_0.8,EX_for_eminimum_0.8,EX_succ_eminimum_0.8,EX_lac__D_eminimum_0.8,EX_etoh_eminimum_0.8,EX_ac_emaximum_0.8,EX_lac__D_emaximum_0.8,EX_for_emaximum_0.8,EX_succ_emaximum_0.8,EX_etoh_emaximum_0.8,EX_lac__D_eminimum_0.9,EX_for_eminimum_0.9,EX_succ_eminimum_0.9,EX_ac_eminimum_0.9,EX_etoh_eminimum_0.9,EX_succ_emaximum_0.9,EX_lac__D_emaximum_0.9,EX_ac_emaximum_0.9,EX_for_emaximum_0.9,EX_etoh_emaximum_0.9,EX_lac__D_eminimum_1.0,EX_for_eminimum_1.0,EX_ac_eminimum_1.0,EX_succ_eminimum_1.0,EX_etoh_eminimum_1.0,EX_lac__D_emaximum_1.0,EX_succ_emaximum_1.0,EX_for_emaximum_1.0,EX_ac_emaximum_1.0,EX_etoh_emaximum_1.0
NADH16,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.47644444444445,0.0,0.0,0.0,0.0,0.07975036620127085,0.0,0.0,9.711579598172678,0.0,0.0,13.109517194091875,0.0,0.0,0.0,0.0,0.15950073240253992,0.0,12.170145499294854,9.423159196345356,0.0,0.0,0.0,0.23925109860381077,0.0,0.0,0.0,0.0,0.0,9.13473879451803,11.230773804497844,0.0,0.0,0.3190014648050816,0.0,0.0,0.0,0.0,0.0,8.846318392690703,0.0,10.291402109700826,0.0,0.3987518310063525,0.0,0.0,0.0,0.0,0.0,9.352030414903803,8.557897990863378,0.0,0.0,0.47850219720762155,0.0,0.0,0.0,0.0,0.0,7.643999999999998,0.0,7.643999999999995,0.0,0.0,0.0,0.5582525634088924,0.0,0.0,0.0,5.733000000000003,5.7330000000000005,0.0,0.0,0.0,0.6380029296101668,0.0,0.0,0.0,3.822000000000002,0.0,0.0,3.821999999999993,0.0,0.0,0.0,0.0,0.0,0.0,1.910999999999994,0.0,1.9110000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NADTRHD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NH4t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11541557323167015,0.11541557323167015,0.11541557323167015,0.11541557323167015,0.11541557323167015,0.11541557323167015,0.11541557323167015,0.11541557323167015,0.11541557323167015,0.11541557323167015,0.2308311464633403,0.2308311464633403,0.2308311464633403,0.2308311464633403,0.2308311464633403,0.2308311464633403,0.2308311464633403,0.2308311464633403,0.2308311464633403,0.2308311464633403,0.3462467196950105,0.3462467196950105,0.3462467196950105,0.3462467196950105,0.3462467196950105,0.3462467196950105,0.3462467196950105,0.3462467196950105,0.3462467196950105,0.3462467196950105,0.4616622929266806,0.4616622929266806,0.4616622929266806,0.4616622929266806,0.4616622929266806,0.4616622929266806,0.4616622929266806,0.4616622929266806,0.4616622929266806,0.4616622929266806,0.5770778661583508,0.5770778661583508,0.5770778661583508,0.5770778661583508,0.5770778661583508,0.5770778661583508,0.5770778661583508,0.5770778661583508,0.5770778661583508,0.5770778661583508,0.692493439390021,0.692493439390021,0.692493439390021,0.692493439390021,0.692493439390021,0.692493439390021,0.692493439390021,0.692493439390021,0.692493439390021,0.692493439390021,0.807909012621691,0.807909012621691,0.807909012621691,0.807909012621691,0.807909012621691,0.807909012621691,0.807909012621691,0.807909012621691,0.807909012621691,0.807909012621691,0.9233245858533612,0.9233245858533612,0.9233245858533612,0.9233245858533612,0.9233245858533612,0.9233245858533612,0.9233245858533612,0.9233245858533612,0.9233245858533612,0.9233245858533612,1.0387401590850314,1.0387401590850314,1.0387401590850314,1.0387401590850314,1.0387401590850314,1.0387401590850314,1.0387401590850314,1.0387401590850314,1.0387401590850314,1.0387401590850314,1.1541557323167015,1.1541557323167015,1.1541557323167015,1.1541557323167015,1.1541557323167015,1.1541557323167015,1.1541557323167015,1.1541557323167015,1.1541557323167015,1.1541557323167015
O2t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDH,0.0,0.0,6.712000000000001,0.0,0.0,0.0,0.0,6.523555555555549,0.0,20.0,0.7753467844344115,0.7753467844344115,1.3304625029282249,7.6017108161318,0.0,0.0,0.022412989747472523,0.0,6.5631433120864315,19.70071705559227,1.5506935688688266,1.5506935688688266,8.491421632263599,2.6609250058564498,0.0,5.028508846395077,0.0,0.0,0.044825979494945045,19.40143411118451,3.99138750878468,2.3260403533032257,2.3260403533032257,9.3811324483954,0.0,0.0,0.0,3.493874380703737,0.06723896924241757,19.10215116677679,5.3218500117128995,3.101387137737637,3.101387137737637,10.270843264527201,0.0,0.0,0.0,0.08965195898988654,1.9592399150123825,18.802868222369042,6.652312514641123,3.876733922172061,3.876733922172061,11.160554080659002,0.0,0.11206494873736261,0.42460544932102806,0.0,0.0,18.503585277961296,7.98277501756935,4.65208070660645,12.05026489679079,4.65208070660645,0.0,0.0,0.0,0.13447793848483514,0.0,18.204302333553564,5.427427491040891,12.939975712922593,9.313237520497573,0.0,5.427427491040895,0.0,0.0,0.0,0.0,17.905019389145824,8.159987501806821,13.672616385547801,8.037661675161093,13.829686529054381,0.0,0.0,0.0,0.0,0.0,17.60573644473808,14.719397345186175,15.287999999999927,14.637113648383684,12.566104423157487,0.0,0.0,0.0,0.0,0.0,14.68854095888519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PFK,4.195,4.195,3.3560000000000003,4.195,4.195,10.0,10.0,10.0,10.0,10.0,4.883892699843441,4.883892699843441,4.946897704547985,4.064418113076306,5.065859337730887,9.978945886389832,9.978945886389832,9.97894588638983,9.97894588638983,9.97894588638983,5.572785399686881,5.572785399686881,4.772836226152612,5.69879540909597,5.9367186754617745,9.957891772779657,9.957891772779655,9.957891772779654,9.957891772779655,9.957891772779657,6.450693113643954,6.2616780995303225,6.2616780995303225,5.4812543392289195,6.807578013192662,9.936837659169491,9.936837659169488,9.936837659169488,9.936837659169488,9.936837659169488,7.202590818191939,6.950570799373763,6.950570799373763,6.189672452305226,7.678437350923549,9.915783545559318,9.915783545559314,9.915783545559314,9.915783545559316,9.915783545559313,7.954488522739923,7.639463499217204,7.639463499217204,6.8980905653815325,8.549296688654435,9.89472943194914,9.894729431949143,9.894729431949141,9.89472943194914,9.89472943194914,8.706386227287908,8.328356199060645,7.606508678457841,8.328356199060645,9.420156026385325,9.87367531833897,9.873675318338972,9.873675318338972,9.873675318338972,9.873675318338972,9.017248898904082,8.314926791534148,9.458283931835892,9.8526212047288,9.017248898904082,9.852621204728798,9.852621204728804,9.8526212047288,9.8526212047288,9.8526212047288,9.461489945456083,9.831567091118627,9.583815772101806,9.023344904610454,9.831567091118627,9.83156709111863,9.831567091118627,9.831567091118629,9.831567091118627,9.831567091118629,9.73176301768676,9.81051297750844,9.742048479787075,9.266133862139954,9.810512977508457,9.810512977508457,9.810512977508457,9.81051297750846,9.81051297750846,9.690621169285498,9.789458863898284,9.789458863898284,9.789458863898284,9.789458863898284,9.789458863898286,9.789458863898286,9.789458863898286,9.789458863898286,9.789458863898284,9.789458863898286
PFL,0.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.35730822544817786,0.35730822544817786,0.0,0.35730822544817276,0.10216335594874235,10.068887823620859,0.07975036620126982,19.78046742179353,0.10780691561522637,0.07975036620126019,0.714616450896354,0.714616450896354,0.7146164508963473,0.0,0.2043267118974847,2.3622804978971317,10.137775647241702,19.56093484358706,0.15950073240253965,0.15950073240255236,0.0,1.0719246763445356,1.0719246763445356,1.071924676344521,0.3064900678462271,19.341402265380594,10.206663470862564,4.616754080179012,0.23925109860380955,0.23925109860380545,0.0,1.4292329017927115,1.4292329017927115,1.4292329017926928,0.4086534237949694,19.121869687174126,10.275551294483417,0.31900146480508285,6.871227662460917,0.3190014648050763,0.0,1.786541127240886,1.786541127240886,1.786541127240863,0.5108167797437118,0.39875183100634914,9.12570124474282,10.344439118104269,18.90233710896765,0.39875183100635425,0.0,2.143849352689071,2.1438493526890525,2.143849352689071,0.6129801356924542,18.68280453076118,11.038804530761187,0.4785021972076191,11.038804530761189,0.478502197207618,2.501157578137235,2.501157578137226,0.0,3.1752719525547173,2.5011575781372315,18.463271952554713,12.730271952554718,12.730271952554714,3.17527195255472,0.5582525634088924,2.858465803585423,0.0,2.858465803585414,2.8584658035854105,8.051739374348276,14.421739374348247,8.05173937434827,18.24373937434824,14.421739374348249,0.6380029296101632,3.2157740290335877,2.736206796141829,3.215774029033602,4.913723257615782,12.928206796141792,16.11320679614178,12.928206796141794,16.113206796141778,18.024206796141776,3.215774029033634,17.8046742179353,17.8046742179353,17.8046742179353,17.8046742179353,17.804674217935307,17.804674217935304,17.804674217935304,17.804674217935304,17.804674217935315,17.804674217935304
PGI,4.195,4.195,3.3560000000000003,4.195,4.195,10.0,10.0,10.0,10.0,10.0,4.808088436568403,4.808088436568403,4.963612727688583,4.06591880338993,5.075103364288993,9.99566090953043,9.995660909530429,9.995660909530427,9.995660909530427,9.995660909530427,5.421176873136805,5.421176873136805,4.7758376067798585,5.732225455377165,5.955206728577987,9.991321819060852,9.99132181906085,9.991321819060852,9.991321819060854,9.991321819060856,6.5008381830657465,6.034265309705207,6.034265309705207,5.485756410169789,6.835310092866983,9.98698272859128,9.986982728591281,9.98698272859128,9.98698272859128,9.98698272859128,7.269450910754329,6.647353746273609,6.647353746273609,6.19567521355972,7.715413457155976,9.982643638121704,9.982643638121704,9.982643638121704,9.982643638121704,9.982643638121703,8.03806363844291,7.260442182842012,7.260442182842012,6.905594016949649,8.595516821444969,9.97830454765213,9.978304547652131,9.97830454765213,9.978304547652131,9.97830454765213,8.806676366131493,7.873530619410413,7.61551282033958,7.873530619410413,9.475620185733966,9.973965457182556,9.973965457182556,9.973965457182556,9.973965457182556,9.973965457182556,8.486619055978817,8.325431623729513,9.575289093820075,9.969626366712983,8.486619055978817,9.969626366712983,9.969626366712987,9.969626366712983,9.969626366712983,9.969626366712982,8.85505583925578,9.965287276243409,9.22203331919294,9.035350427119441,9.965287276243409,9.96528727624341,9.965287276243409,9.965287276243409,9.965287276243409,9.965287276243409,9.74526923050937,9.960948185773836,9.755554692609685,8.327810839668325,9.960948185773836,9.960948185773836,9.960948185773836,9.960948185773837,9.960948185773836,9.601272761104942,9.95660909530426,9.95660909530426,9.95660909530426,9.95660909530426,9.95660909530426,9.95660909530426,9.95660909530426,9.95660909530426,9.956609095304259,9.95660909530426
PGK,-8.39,-8.39,-6.712000000000001,-8.39,-8.39,-20.0,-20.0,-20.0,-20.0,-20.0,-9.799886908186906,-9.799886908186906,-9.879637274388175,-8.122285257858305,-10.121296039045225,-19.94373363807187,-19.943733638071865,-19.943733638071862,-19.943733638071865,-19.943733638071862,-11.209773816373808,-11.209773816373808,-9.532570515716609,-11.36927454877635,-11.85259207809045,-19.887467276143724,-19.88746727614372,-19.887467276143724,-19.887467276143724,-19.887467276143727,-12.858911823164524,-12.619660724560713,-12.619660724560713,-10.942855773574916,-13.583888117135675,-19.83120091421559,-19.83120091421559,-19.83120091421559,-19.83120091421559,-19.83120091421559,-14.348549097552699,-14.029547632747617,-14.029547632747617,-12.353141031433221,-15.3151841561809,-19.774934552287455,-19.774934552287448,-19.77493455228745,-19.774934552287455,-19.774934552287448,-15.838186371940871,-15.43943454093452,-15.43943454093452,-13.763426289291525,-17.04648019522612,-19.718668190359306,-19.71866819035931,-19.718668190359306,-19.71866819035931,-19.718668190359306,-17.327823646329048,-16.849321449121426,-15.173711547149834,-16.849321449121426,-18.77777623427135,-19.66240182843117,-19.662401828431175,-19.66240182843117,-19.662401828431175,-19.66240182843117,-18.259208357308324,-16.58399680500814,-18.81746092071722,-19.606135466503037,-18.259208357308324,-19.606135466503034,-19.606135466503044,-19.606135466503037,-19.606135466503037,-19.606135466503037,-19.17979195891235,-19.549869104574896,-19.302117785558075,-17.994282062866446,-19.549869104574896,-19.549869104574903,-19.549869104574896,-19.549869104574896,-19.549869104574896,-19.5498691045749,-19.404567320724748,-19.493602742646743,-19.425138244925378,-18.949223627278258,-19.49360274264676,-19.49360274264676,-19.49360274264676,-19.493602742646765,-19.493602742646765,-19.37371093442381,-19.43733638071862,-19.43733638071862,-19.43733638071862,-19.43733638071862,-19.437336380718623,-19.437336380718623,-19.437336380718623,-19.437336380718623,-19.43733638071862,-19.437336380718623
PGL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13877892962345414,0.13877892962345414,0.0,0.022821499240461188,0.011206494873736025,0.0,0.0,0.0,0.0,0.0,0.27755785924690646,0.27755785924690646,0.045642998480922375,0.0,0.02241298974747205,0.0,0.0,0.0,0.0,0.0,0.0,0.4163367888703624,0.4163367888703624,0.06846449772138356,0.03361948462120806,0.0,0.0,0.0,0.0,0.0,0.0,0.5551157184938147,0.5551157184938147,0.09128599696184475,0.0448259794949441,0.0,0.0,0.0,0.0,0.0,0.0,0.6938946481172671,0.6938946481172671,0.11410749620230594,0.056032474368680085,0.0,0.0,0.0,0.0,0.0,0.0,0.8326735777407248,0.13692899544276713,0.8326735777407248,0.06723896924241612,0.0,0.0,0.0,0.0,0.0,0.9714525073641702,0.15975049468322833,0.0,0.0,0.97145250736417,0.0,0.0,0.0,0.0,0.0,1.1102314369876296,0.0,0.7432539570504687,0.1825719939236895,0.0,0.0,0.0,0.0,0.0,0.0,0.2053934931641507,0.0,0.2053934931641507,1.6331373461055099,0.0,0.0,0.0,0.0,0.0,0.35967542466890023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGM,-8.39,-8.39,-6.712000000000001,-8.39,-8.39,-20.0,-20.0,-20.0,-20.0,-20.0,-9.768222130906503,-9.768222130906503,-9.847972497107772,-8.090620480577902,-10.089631261764822,-19.912068860791468,-19.912068860791464,-19.91206886079146,-19.912068860791464,-19.91206886079146,-11.146444261813002,-11.146444261813002,-9.469240961155803,-11.305944994215544,-11.789262523529644,-19.824137721582918,-19.824137721582915,-19.824137721582918,-19.824137721582918,-19.82413772158292,-12.763917491323317,-12.524666392719507,-12.524666392719507,-10.84786144173371,-13.488893785294469,-19.736206582374383,-19.736206582374383,-19.736206582374383,-19.736206582374383,-19.736206582374383,-14.221889988431089,-13.902888523626007,-13.902888523626007,-12.226481922311612,-15.18852504705929,-19.648275443165844,-19.648275443165836,-19.64827544316584,-19.648275443165844,-19.648275443165836,-15.679862485538859,-15.281110654532508,-15.281110654532508,-13.605102402889512,-16.888156308824108,-19.560344303957294,-19.560344303957297,-19.560344303957294,-19.560344303957297,-19.560344303957294,-17.137834982646634,-16.659332785439013,-14.983722883467419,-16.659332785439013,-18.587787570588937,-19.472413164748758,-19.47241316474876,-19.472413164748758,-19.47241316474876,-19.472413164748758,-18.037554916345506,-16.362343364045323,-18.595807479754402,-19.38448202554022,-18.037554916345506,-19.384482025540215,-19.384482025540226,-19.38448202554022,-19.38448202554022,-19.38448202554022,-18.92647374066913,-19.296550886331676,-19.048799567314855,-17.740963844623227,-19.296550886331676,-19.296550886331683,-19.296550886331676,-19.296550886331676,-19.296550886331676,-19.29655088633168,-19.119584325201124,-19.20861974712312,-19.140155249401754,-18.664240631754634,-19.208619747123137,-19.208619747123137,-19.208619747123137,-19.20861974712314,-19.20861974712314,-19.088727938900185,-19.120688607914595,-19.120688607914595,-19.120688607914595,-19.120688607914595,-19.120688607914598,-19.120688607914598,-19.120688607914598,-19.120688607914598,-19.120688607914595,-19.120688607914598
PIt2r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07786444931912939,0.07786444931912939,0.0778644493191277,0.0778644493191254,0.07786444931912762,0.07786444931913117,0.07786444931912939,0.07786444931912939,0.07786444931912406,0.07786444931912939,0.155728898638257,0.155728898638257,0.155728898638253,0.15572889863825895,0.1557288986382579,0.15572889863825612,0.15572889863825878,0.15572889863825523,0.15572889863825878,0.15572889863825878,0.23359334795738662,0.2335933479573864,0.2335933479573864,0.23359334795738085,0.23359334795738818,0.23359334795738818,0.23359334795738818,0.23359334795738196,0.23359334795738818,0.23359334795738818,0.31145779727651435,0.311457797276514,0.311457797276514,0.3114577972765096,0.311457797276514,0.311457797276514,0.311457797276514,0.311457797276514,0.31145779727651046,0.31145779727651046,0.3893222465956421,0.3893222465956434,0.3893222465956434,0.38932224659563563,0.3893222465956434,0.38932224659563985,0.3893222465956434,0.3893222465956434,0.38932224659564163,0.38932224659563985,0.46718669591477324,0.4671866959147728,0.467186695914767,0.4671866959147728,0.46718669591477635,0.467186695914771,0.46718669591476925,0.4671866959147728,0.4671866959147728,0.4671866959147746,0.5450511452338986,0.5450511452338995,0.5450511452339011,0.5450511452339022,0.5450511452338986,0.5450511452339004,0.5450511452339022,0.5450511452338986,0.5450511452339022,0.5450511452338969,0.622915594553028,0.622915594553028,0.622915594553028,0.6229155945530254,0.6229155945530316,0.622915594553028,0.6229155945530316,0.6229155945530316,0.6229155945530351,0.622915594553028,0.7007800438721525,0.7007800438720841,0.7007800438721628,0.700780043872161,0.700780043872161,0.700780043872161,0.700780043872161,0.7007800438721574,0.7007800438721592,0.7007800438721743,0.7786444931912762,0.7786444931912762,0.7786444931912762,0.7786444931912762,0.7786444931912833,0.7786444931912833,0.7786444931912833,0.7786444931912877,0.7786444931912868,0.7786444931912833
PPC,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.47644444444445,0.0,0.0,0.060654134876150595,0.060654134876150595,0.14040450107742145,0.060654134876150595,0.060654134876150595,9.772233733048829,0.060654134876150595,0.06812513145864685,13.170171328968026,0.060654134876150595,0.12130826975230119,0.12130826975230119,0.12130826975230119,0.2808090021548411,0.12130826975230119,12.291453769047154,9.544467466097657,0.13625026291727949,0.12130826975230119,0.12130826975230119,0.4212135032322626,0.1819624046284518,0.1819624046284518,0.1819624046284518,0.1819624046284518,0.20437539437593344,9.316701199146483,11.412736209126296,0.1819624046284518,0.1819624046284518,0.561618004309684,0.24261653950460238,0.24261653950460238,0.24261653950460238,0.24261653950460238,0.24261653950460238,9.088934932195306,0.24261653950460238,10.534018649205429,0.24261653950460238,0.7020225053871054,0.303270674380753,0.303270674380753,0.303270674380753,0.303270674380753,0.303270674380753,9.655301089284556,8.861168665244131,0.303270674380753,0.303270674380753,0.8424270064645252,0.3639248092569036,0.3639248092569036,0.3639248092569036,0.3639248092569036,0.3639248092569036,8.007924809256902,0.3639248092569036,8.007924809256899,0.3639248092569036,0.42457894413305414,0.42457894413305414,0.9828315075419465,0.42457894413305414,0.42457894413305414,0.42457894413305414,6.157578944133057,6.157578944133054,0.42457894413305414,0.42457894413305414,0.48523307900920476,1.1232360086193722,0.48523307900920476,0.48523307900920476,0.48523307900920476,4.307233079009206,0.48523307900920476,0.48523307900920476,4.3072330790091975,0.48523307900920476,0.5458872138853554,0.5458872138853554,0.5458872138853554,0.5458872138853554,0.5458872138853554,2.4568872138853495,0.5458872138853554,2.4568872138853557,0.5458872138853554,0.5458872138853554,0.606541348761506,0.606541348761506,0.606541348761506,0.606541348761506,0.606541348761506,0.606541348761506,0.606541348761506,0.606541348761506,0.6065413487614961,0.606541348761506
PPCK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.476444444444451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2690898918973232,0.0,0.0,0.0,0.0,0.0,0.0,2.4892908949057535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7094918979141944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9296929009226247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1498939039310585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTAr,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.664888888888896,0.0,0.0,0.0,0.0,0.0,0.11595743038298956,0.0,9.850358527796132,0.0,0.0,6.568786871752893,0.0,0.0,0.0,0.2319148607659809,0.0,0.0,7.186462632394677,9.70071705559226,0.0,0.0,0.0,0.0,0.0,0.0,0.34787229114897134,0.0,0.0,9.551075583388393,7.804138393036532,0.0,0.0,0.0,0.0,0.0,0.4638297215319618,0.0,0.22863411118451982,9.40143411118452,0.0,8.421814153678307,0.0,0.0,0.0,0.0,0.5797871519149504,0.0,0.0,9.039489914320125,9.251792638980648,1.6077926389806532,0.0,0.0,0.0,0.6957445822979498,0.0,0.0,2.9869511667767856,9.102151166776766,0.0,9.10215116677678,0.0,0.0,0.8117020126809393,0.0,1.308509694572912,0.0,4.3661096945729145,8.952509694572914,8.952509694572898,1.3085096945729058,0.0,0.0,0.0,0.3669774799371588,0.9276594430639342,3.70686822236906,8.802868222369042,3.706868222369068,5.7452682223690505,8.802868222369074,0.0,1.0436168734469273,1.0092267501651442,1.0436168734469344,0.4648476347967012,6.10522675016518,8.653226750165176,6.105226750165188,8.653226750165171,7.124426750165174,0.8893349419422041,8.5035852779613,8.5035852779613,8.5035852779613,8.5035852779613,8.5035852779613,8.503585277961323,8.503585277961323,8.503585277961307,8.5035852779613,8.503585277961323
